method,batch_1,batch_2,batch_pair,cell_type,n_cells_batch_1,n_cells_batch_2,n_cross_distances,n_within_distances_batch_1,n_within_distances_batch_2,median_cross_batch_distance,within_baseline,R_tech,tech_deviation
Seurat_CCA,fluidigmc1,indrop,fluidigmc1 vs indrop,beta,258,500,10000,10000,10000,8.692430600167869,7.567881676312263,1.1485949400313016,0.13853940410255686
Seurat_CCA,fluidigmc1,indrop,fluidigmc1 vs indrop,delta,25,500,10000,300,10000,7.717705931517067,8.4057213169508,0.9181491558557509,0.08539542241425527
Seurat_CCA,fluidigmc1,indrop,fluidigmc1 vs indrop,ductal,34,500,10000,561,10000,24.627052983116418,25.803910079484524,0.954392295867448,0.046680480457071634
Seurat_CCA,fluidigmc1,indrop,fluidigmc1 vs indrop,endothelial,14,235,3290,91,10000,23.881452779233197,24.66189096571406,0.9683544871897349,0.0321570529680094
Seurat_CCA,fluidigmc1,indrop,fluidigmc1 vs indrop,gamma,18,266,4788,153,10000,8.411141122452541,9.741368837935966,0.8634455036438927,0.1468244943957971
Seurat_CCA,fluidigmc1,smartseq2,fluidigmc1 vs smartseq2,acinar,21,188,3948,210,10000,18.009824062199918,20.756592007373143,0.867667681467289,0.1419464930820791
Seurat_CCA,fluidigmc1,smartseq2,fluidigmc1 vs smartseq2,activated_stellate,16,55,880,120,1485,22.567692024598088,25.63817914971097,0.8802377069298426,0.127563286474947
Seurat_CCA,fluidigmc1,smartseq2,fluidigmc1 vs smartseq2,alpha,241,500,10000,10000,10000,6.330427493591939,6.437123127995191,0.983424950512562,0.01671395264366243
Seurat_CCA,fluidigmc1,smartseq2,fluidigmc1 vs smartseq2,beta,258,308,10000,10000,10000,7.096120254787849,6.867638952876993,1.0332692652421893,0.03272781952229948
Seurat_CCA,fluidigmc1,smartseq2,fluidigmc1 vs smartseq2,delta,25,127,3175,300,8001,6.162980874143306,6.533077046611853,0.9433504044376021,0.05831748059974116
Seurat_CCA,fluidigmc1,smartseq2,fluidigmc1 vs smartseq2,ductal,34,444,10000,561,10000,23.57257163506285,25.924728314732846,0.9092697654874446,0.09511345711931206
Seurat_CCA,fluidigmc1,smartseq2,fluidigmc1 vs smartseq2,endothelial,14,21,294,91,210,22.378177211175704,23.965551192036376,0.9337643449908155,0.06853117987848112
Seurat_CCA,fluidigmc1,smartseq2,fluidigmc1 vs smartseq2,gamma,18,213,3834,153,10000,6.0518869114173,6.410063914329159,0.9441227095862205,0.05749913231601637
Seurat_CCA,indrop,smartseq2,indrop vs smartseq2,acinar,500,188,10000,10000,10000,19.5607901412836,17.869179755059204,1.0946663702202368,0.09044963211226395
Seurat_CCA,indrop,smartseq2,indrop vs smartseq2,activated_stellate,294,55,10000,10000,1485,30.548291679767946,30.73822712521404,0.9938208718195627,0.006198298002294344
Seurat_CCA,indrop,smartseq2,indrop vs smartseq2,alpha,500,500,10000,10000,10000,9.623619684933816,8.521984487835182,1.1292697960986877,0.12157122570548674
Seurat_CCA,indrop,smartseq2,indrop vs smartseq2,beta,500,308,10000,10000,10000,9.841462776691145,9.00105192871833,1.0933680701576047,0.0892629047088538
Seurat_CCA,indrop,smartseq2,indrop vs smartseq2,delta,500,127,10000,10000,8001,7.677792034262238,7.42161445452464,1.0345177698608983,0.0339353953018477
Seurat_CCA,indrop,smartseq2,indrop vs smartseq2,ductal,500,444,10000,10000,10000,26.987753995658913,26.011310829130785,1.037539175666402,0.03685173208829744
Seurat_CCA,indrop,smartseq2,indrop vs smartseq2,endothelial,235,21,4935,10000,210,26.293335178057564,24.898703247057917,1.0560122315271354,0.05449976810253353
Seurat_CCA,indrop,smartseq2,indrop vs smartseq2,gamma,266,213,10000,10000,10000,8.210946367428988,7.782823098118319,1.0550087370499501,0.05354904845767163
